,page_num,block_num,word_num,min_x,min_y,width,height,conf,text
95,2,1,4,2365,5681,518,109,96.9791829586029,advances.
96,2,1,1,1178,5824,492,162,99.99961853027344,Deployed
97,2,1,2,1669,5815,777,162,44.60443556308746,ensorFlowfor
98,2,1,3,2436,5842,438,108,97.9915976524353,machine
99,2,1,4,2891,5833,447,135,99.91422891616821,Learning
100,2,1,5,3346,5824,260,153,99.63374137878418,(ML)
101,2,1,6,3605,5851,161,108,99.99337196350098,on
102,2,1,7,3756,5833,403,135,97.45864868164062,MySQL
103,2,1,8,4158,5824,170,126,99.99974966049194,for
104,2,1,9,4327,5833,358,135,99.2474615573883,Optical
105,2,1,10,4711,5833,500,108,99.96895790100098,Character
106,2,1,11,5219,5833,599,135,98.88346791267395,Recognition
107,2,1,1,1170,5976,384,170,98.91589283943176,"(OCR),"
108,2,1,2,1562,5994,545,134,70.98159790039062,integrating
109,2,1,3,2106,6003,510,108,79.26602959632874,insurance
110,2,1,4,2623,5994,233,117,99.92597699165344,data
111,2,1,5,2873,5994,99,108,99.99858140945435,in
112,2,1,6,2989,5994,554,134,84.14837121963501,processing
113,2,1,7,3560,5994,278,108,99.94301199913025,client
114,2,1,8,3837,5985,375,135,99.49055910110474,claims;
115,2,1,9,4220,5985,206,117,99.82519745826721,and
116,2,1,10,4425,5985,135,126,99.99810457229614,to
117,2,1,11,4559,6012,456,99,99.10797476768494,measure
118,2,1,12,5023,5985,224,117,99.99991655349731,B2B
119,2,1,13,5264,5994,474,108,99.02153015136719,customer
120,2,1,1,1170,6145,366,144,99.96451139450073,"trends,"
121,2,1,2,1553,6154,304,108,99.66142773628235,online
122,2,1,3,1874,6154,278,108,99.97543692588806,sales
123,2,1,4,2177,6163,563,108,99.85937476158142,"tendencies,"
124,2,1,5,2757,6145,215,117,96.92763686180115,and
125,2,1,6,2980,6145,474,135,99.97387528419495,inventory
126,2,1,7,3462,6145,402,135,99.67238306999207,through
127,2,1,8,3863,6145,421,135,64.52447772026062,creating
128,2,1,9,4274,6145,126,135,99.99313354492188,a
129,2,1,10,4390,6145,491,135,86.7327094078064,predictive
130,2,1,11,4898,6145,465,135,99.93435740470886,modeling
131,2,1,12,5380,6145,554,108,99.724942445755,framework.
132,2,1,1,1178,6306,572,135,99.98360872268677,Developing
133,2,1,2,1758,6324,99,99,99.99339580535889,a
134,2,1,3,1856,6306,269,108,99.93280172348022,POC
135,2,1,4,2115,6297,171,126,99.74384307861328,for
136,2,1,5,2276,6297,143,126,81.5701961517334,Al
137,2,1,6,2427,6315,519,108,99.07907247543335,interfacing
138,2,1,7,2962,6297,171,126,99.99960660934448,for
139,2,1,8,3132,6306,358,108,86.61086559295654,GenAl.
140,2,1,9,3515,6315,635,108,57.26438760757446,Implemented
141,2,1,10,4176,6297,482,108,99.99233484268188,ChatGPT
142,2,1,11,4675,6297,233,117,99.95231628417969,calls
143,2,1,12,4925,6297,197,117,99.86671209335327,into
144,2,1,13,5130,6315,242,108,99.90144968032837,own
145,2,1,14,5362,6288,304,144,63.91757130622864,code.
146,2,1,15,5647,6288,251,144,99.99688863754272,with
147,2,1,16,5888,6306,99,108,99.99606609344482,a
148,2,1,1,1170,6449,714,161,99.77265000343323,prompt-based
149,2,1,2,1892,6458,795,134,99.81579184532166,auto-generation
150,2,1,3,2695,6458,367,134,99.87422823905945,output.
151,2,1,4,3069,6458,430,134,99.99752044677734,Plugged
152,2,1,5,3498,6449,125,125,99.99924898147583,in
153,2,1,6,3622,6449,216,117,99.93337988853455,and
154,2,1,7,3854,6466,519,108,99.86878037452698,configured
155,2,1,8,4399,6449,375,143,99.99697208404541,Google
156,2,1,9,4782,6449,474,134,98.7910509109497,Analytics
157,2,1,10,5237,6440,233,143,99.7002899646759,API
158,2,1,11,5460,6458,269,108,99.34836030006409,data.
159,2,1,1,1178,6591,287,153,99.7355580329895,Used
160,2,1,2,1464,6600,402,144,99.79037046432495,NumPy
161,2,1,3,1839,6591,188,153,93.29550266265869,fos
162,2,1,4,2026,6609,491,135,99.85017776489258,predictive
163,2,1,5,2516,6600,572,135,99.91915822029114,conversion
164,2,1,6,3105,6618,456,108,99.77092742919922,modeling
165,2,1,7,3569,6618,358,108,99.85847473144531,across
166,2,1,8,3935,6609,224,108,99.923837184906,B2B
167,2,1,9,4176,6609,277,108,99.95995163917542,sales
168,2,1,10,4470,6609,456,108,99.98376369476318,channels
169,2,1,11,4934,6600,215,117,99.8330295085907,and
170,2,1,12,5148,6591,340,135,93.35175156593323,online
171,2,1,13,5469,6609,492,135,96.27304077148438,presence
172,2,1,1,1161,6752,134,135,99.99821186065674,in
173,2,1,2,1285,6761,421,135,99.71655011177063,training
174,2,1,3,1669,6761,224,117,99.97610449790955,and
175,2,1,4,1901,6761,527,135,99.8801589012146,evaluating
176,2,1,5,2445,6761,367,108,99.09175038337708,models
177,2,1,6,2829,6761,206,117,99.99275207519531,and
178,2,1,7,3043,6761,384,135,99.99436140060425,loading
179,2,1,8,3435,6761,206,108,99.95306730270386,and
180,2,1,9,3649,6761,554,135,99.82413053512573,processing
181,2,1,10,4220,6761,260,108,99.9961256980896,data.
182,2,1,11,4506,6770,491,108,99.95647072792053,Employed
183,2,1,12,5023,6761,367,135,99.64720010757446,Python
184,2,1,13,5398,6761,206,108,99.97220635414124,and
185,2,1,14,5621,6761,277,108,99.98841285705566,Flask
186,2,1,1,1170,6904,554,134,60.15145182609558,framework
187,2,1,2,1723,6921,215,108,93.79894733428955,with
188,2,1,3,1954,6904,323,134,99.99834299087524,REST
189,2,1,4,2276,6912,206,117,99.643874168396,API
190,2,1,5,2481,6904,170,125,99.99995231628418,for
191,2,1,6,2650,6921,394,108,99.99459981918335,website
192,2,1,7,3061,6912,678,135,99.96722936630249,"development,"
193,2,1,8,3747,6912,305,144,99.98530149459839,along
194,2,1,9,4051,6912,224,117,99.99426603317261,with
195,2,1,10,4283,6912,563,135,99.83508586883545,"JavaScript,"
196,2,1,11,4862,6904,340,143,99.95856881141663,"React,"
197,2,1,12,5210,6904,287,143,91.52885675430298,"CSS,"
198,2,1,13,5505,6912,206,117,99.99216794967651,and
199,2,1,1,1178,7073,340,108,98.11107516288757,HTML.
200,2,1,2,1553,7073,563,108,95.5761730670929,Formulated
201,2,1,3,2124,7073,215,117,69.6086049079895,and
202,2,1,4,2356,7082,643,108,99.60688352584839,implemented
203,2,1,5,2998,7064,117,135,99.99301433563232,a
204,2,1,6,3105,7073,438,135,82.03796148300171,complex
205,2,1,7,3551,7073,367,135,99.46091175079346,Python
206,2,1,8,3926,7064,474,135,80.19249439239502,algorithm
207,2,1,9,4407,7064,171,126,99.99974966049194,for
208,2,1,10,4559,7055,599,162,97.83506989479065,automating
209,2,1,11,5148,7064,277,153,99.92583394050598,large
210,2,1,12,5433,7073,385,108,99.98024106025696,dataset
211,2,1,1,1161,7216,607,161,99.92840886116028,"processing,"
212,2,1,2,1767,7225,403,134,99.48886036872864,product
213,2,1,3,2186,7242,697,117,82.61005282402039,categorization
214,2,1,4,2900,7225,643,134,96.03131413459778,"streamlining,"
215,2,1,5,3551,7225,554,134,99.20673370361328,eliminating
216,2,1,6,4122,7234,376,99,98.4717071056366,manual
217,2,1,7,4506,7225,366,134,98.99945855140686,"efforts,"
218,2,1,8,4871,7225,215,117,99.99315738677979,and
219,2,1,9,5094,7225,474,134,97.69566655158997,inventory
220,2,1,1,1178,7385,599,108,92.15690493583679,fluctuations.
221,2,1,1,1178,7537,412,108,81.05441331863403,Devised
222,2,1,2,1607,7537,464,108,99.9693512916565,database
223,2,1,3,2097,7537,394,108,99.9515175819397,indexes
224,2,1,4,2499,7537,125,126,99.99992847442627,to
225,2,1,5,2632,7546,617,108,90.02341032028198,substantially
226,2,1,6,3275,7546,348,99,99.92707371711731,reduce
227,2,1,7,3640,7537,233,108,99.99934434890747,data
228,2,1,8,3890,7537,554,135,99.47293400764465,processing
229,2,1,9,4461,7537,322,108,68.58697533607483,efforts
230,2,1,10,4791,7537,206,117,99.99196529388428,and
231,2,1,11,5005,7537,126,126,99.99942779541016,to
232,2,1,12,5130,7546,277,108,99.46070313453674,scale
233,2,1,13,5415,7537,340,135,99.51543807983398,"billing,"
234,2,1,1,1134,7662,322,170,54.24540638923645,"(P&L,"
235,2,1,2,1419,7680,242,143,64.02937769889832,ànd
236,2,1,3,1660,7697,483,100,81.3562273979187,customer
237,2,1,4,2151,7697,447,100,96.5880036354065,behavior
238,2,1,5,2606,7697,357,108,99.90866184234619,trends.
239,2,1,6,2980,7697,643,100,97.5473165512085,Restructured
240,2,1,7,3640,7688,474,109,99.98843669891357,database
241,2,1,8,4122,7688,126,135,99.82402324676514,in
242,2,1,9,4238,7680,376,134,99.40071105957031,SQLite
243,2,1,10,4613,7688,527,135,99.83970522880554,"(SQLite3),"
244,2,1,11,5148,7688,438,135,99.8952865600586,combing
245,2,1,12,5603,7697,233,108,99.99774694442749,data
246,2,1,1,1161,7840,233,117,99.73352551460266,with
247,2,1,2,1401,7849,474,99,98.96424412727356,customer
248,2,1,3,1901,7849,572,108,57.05799460411072,"information,"
249,2,1,4,2490,7840,357,135,99.45719838142395,legacy
250,2,1,5,2855,7849,608,99,98.52643013000488,QuickBooks
251,2,1,6,3462,7840,277,135,99.82882142066956,"data,"
252,2,1,7,3747,7840,207,117,99.99139308929443,and
253,2,1,8,3961,7840,144,117,99.86401200294495,all
254,2,1,9,4104,7840,403,108,99.98756647109985,website
255,2,1,10,4514,7840,233,117,99.99935626983643,data
256,2,1,11,4755,7840,224,117,99.96285438537598,with
257,2,1,12,4996,7840,376,135,99.99946355819702,Google
258,2,1,13,5371,7840,224,117,99.99219179153442,Ads
259,2,1,1,1161,7992,500,135,76.17533206939697,Analytics.
260,2,1,2,1678,8001,411,108,99.96137022972107,Created
261,2,1,3,2097,8001,90,108,99.99150037765503,a
262,2,1,4,2195,7992,394,135,99.99598264694214,product
263,2,1,5,2588,7992,358,135,99.98490810394287,sorting
264,2,1,6,2962,8001,528,99,99.9809205532074,framework
265,2,1,7,3507,7992,224,117,99.99011754989624,with
266,2,1,8,3730,7992,366,135,99.70024228096008,unique
267,2,1,9,4095,7992,519,135,99.83875751495361,formatting
268,2,1,10,4639,8010,653,108,99.83286261558533,"methodology,"
269,2,1,11,5308,8001,421,134,78.72751951217651,creating
270,2,1,12,5728,8010,99,108,99.99661445617676,a
271,2,1,1,1170,8152,580,99,98.36652874946594,hierarchical
272,2,1,2,1767,8143,447,135,99.9819815158844,products
273,2,1,3,2231,8152,492,99,99.99920129776001,database.
274,4,1,1,1185,819,488,104,99.46092367172241,Extensive
275,4,1,2,1680,828,215,103,99.97870326042175,use
276,4,1,3,1894,811,129,129,99.99922513961792,of
277,4,1,4,2022,819,360,129,99.99507665634155,Python
278,4,1,5,2398,819,231,112,99.99630451202393,data
279,4,1,6,2628,811,471,155,98.04690480232239,analysis/
280,4,1,7,3098,819,488,129,99.98623132705688,engaging
281,4,1,8,3593,828,411,129,99.99134540557861,"pandas,"
282,4,1,9,4012,819,317,129,99.97696280479431,"Flask,"
283,4,1,10,4345,828,505,129,99.4248628616333,"Requests,"
284,4,1,11,4874,819,480,129,99.51070547103882,"Streamlit,"
285,4,1,12,5361,811,582,155,71.77899479866028,"WTForms,"
286,4,1,1,1168,956,223,138,99.98974800109863,and
287,4,1,2,1399,973,598,129,99.98190999031067,array-based
288,4,1,3,2005,965,402,129,99.85552430152893,NumPy
289,4,1,4,2389,956,488,155,99.76515173912048,"libraries,"
290,4,1,5,2850,973,300,138,99.97392296791077,along
291,4,1,6,3141,965,1786,154,15.167908370494843,"""dyusN"
292,4,1,7,4926,973,300,129,99.81812238693237,Used
293,4,1,8,5208,965,539,154,60.802119970321655,"Matplotlib,"
294,4,1,1,1177,1118,317,138,99.9843955039978,"Plotly,"
295,4,1,2,1501,1127,206,112,99.98453855514526,and
296,4,1,3,1723,1127,420,103,99.9678373336792,Seaborn
297,4,1,4,2159,1118,163,121,99.99990463256836,for
298,4,1,5,2330,1127,231,103,99.98006224632263,data
299,4,1,6,2577,1127,608,103,79.09006476402283,visualization
300,4,1,7,3209,1127,206,112,99.96163845062256,and
301,4,1,8,3423,1118,300,138,99.97207522392273,Plotly
302,4,1,9,3713,1110,180,146,99.98465776443481,for
303,4,1,10,3884,1118,522,129,99.73329305648804,Low-Code
304,4,1,11,4422,1127,676,129,98.99972677230835,development.
305,4,1,12,5114,1118,325,129,92.9135799407959,Utilize
306,4,1,13,5438,1127,189,155,99.98797178268433,pip
307,4,1,14,5617,1127,164,120,99.99998807907104,for
308,4,1,1,1177,1281,436,129,99.98242259025574,package
309,4,1,2,1629,1281,684,129,99.96377229690552,"management,"
310,4,1,3,2330,1281,334,103,99.2753803730011,Virtual
311,4,1,4,2680,1281,325,103,99.99843835830688,Studio
312,4,1,5,3013,1272,300,129,99.93882179260254,Code
313,4,1,6,3320,1281,505,129,99.58565831184387,(VSCode)
314,4,1,7,3824,1298,155,103,99.99104738235474,as
315,4,1,8,3995,1298,496,103,69.29625868797302,Integrated
316,4,1,9,4524,1298,650,103,63.050830364227295,Development
317,4,1,10,5190,1281,668,129,99.78253841400146,"Environment,"
318,4,1,1,1177,1434,445,104,99.69667792320251,Beautiful
319,4,1,2,1638,1434,274,129,99.95187520980835,Soup
320,4,1,3,1920,1426,163,120,99.99854564666748,for
321,4,1,4,2090,1434,317,104,99.93182420730591,HTML
322,4,1,5,2415,1434,206,112,99.9668836593628,and
323,4,1,6,2620,1426,266,129,99.12919402122498,XML
324,4,1,7,2893,1434,411,129,99.77591037750244,"parsing,"
325,4,1,8,3329,1443,462,103,87.9528820514679,Selenium
326,4,1,9,3807,1434,163,121,99.92679953575134,for
327,4,1,10,3961,1434,376,138,99.94480013847351,"testing,"
328,4,1,11,4362,1443,360,129,99.99353885650635,Django
329,4,1,12,4729,1434,172,121,99.99998807907104,for
330,4,1,13,4900,1443,249,103,62.730371952056885,MTV
331,4,1,14,5156,1443,625,129,80.99535703659058,"architecture,"
332,4,1,1,1177,1588,658,129,89.63097929954529,SQLAlchemy
333,4,1,2,1843,1588,342,129,98.91694784164429,"toolkit,"
334,4,1,3,2201,1588,326,103,99.86695051193237,tkinter
335,4,1,4,2534,1588,420,129,99.32805895805359,"method,"
336,4,1,5,2961,1588,369,129,99.17959570884705,smtplib
337,4,1,6,3346,1588,445,129,99.95530247688293,"protocol,"
338,4,1,7,3798,1588,249,138,72.91819453239441,Jinja
339,4,1,8,4063,1588,437,129,99.90800619125366,template
340,4,1,9,4516,1596,377,130,93.9331591129303,"engine,"
341,4,1,10,4900,1596,215,113,99.98836517333984,and
342,4,1,11,5131,1596,479,130,99.99302625656128,bootstrap
343,4,1,1,1168,1733,531,129,97.63563871383667,technique.
344,4,1,1,1160,1870,325,163,99.06557202339172,Using
345,4,1,2,1484,1887,394,137,99.92249011993408,existing
346,4,1,3,1894,1887,197,112,99.99352693557739,and
347,4,1,4,2107,1887,411,137,99.32700991630554,creating
348,4,1,5,2526,1904,232,103,99.79313611984253,own
349,4,1,6,2765,1887,360,137,99.9810516834259,Python
350,4,1,7,3149,1895,445,104,99.7819185256958,functions
351,4,1,8,3611,1895,206,104,91.80848002433777,and
352,4,1,9,3833,1895,299,104,99.15362596511841,utilize
353,4,1,10,4140,1904,95,103,99.98751878738403,a
354,4,1,11,4234,1904,308,129,99.91752505302429,range
355,4,1,12,4541,1887,138,129,99.99526739120483,of
356,4,1,13,4670,1895,368,129,99.98169541358948,Python
357,4,1,14,5054,1895,599,129,99.8453140258789,array-based
358,4,1,1,1168,2032,479,129,99.90565180778503,methods.
359,4,1,1,1177,2194,402,104,99.98725652694702,Created
360,4,1,2,1587,2186,171,120,99.99008178710938,3D
361,4,1,3,1757,2186,266,129,99.97449517250061,CAD
362,4,1,4,2039,2203,360,103,99.60590600967407,models
363,4,1,5,2415,2194,163,121,99.44561123847961,for
364,4,1,6,2586,2194,710,129,86.82243824005127,manufacturing
365,4,1,7,3312,2194,709,121,79.3017327785492,visualizations.
366,4,1,8,4038,2203,487,103,99.81557726860046,Extensive
367,4,1,9,4541,2211,206,104,99.98264908790588,use
368,4,1,10,4746,2194,138,121,99.98674392700195,of
369,4,1,11,4866,2203,197,112,99.94872808456421,MS
370,4,1,12,5071,2194,325,138,99.83165264129639,"Excel,"
371,4,1,13,5404,2203,214,112,99.97816681861877,with
372,4,1,1,1168,2348,454,103,99.9135673046112,functions
373,4,1,2,1629,2331,206,138,99.89633560180664,like
374,4,1,3,1834,2339,377,130,99.98992681503296,"PIVOT,"
375,4,1,4,2219,2339,521,130,99.8451828956604,"COUNTIF,"
376,4,1,5,2765,2348,385,129,99.96691942214966,"INDEX,"
377,4,1,6,3158,2348,206,112,97.54766821861267,and
378,4,1,7,3380,2357,300,129,99.63580965995789,many
379,4,1,8,3679,2357,351,103,99.82819557189941,others.
380,4,1,1,1168,2502,479,103,99.86975193023682,Mentored
381,4,1,2,1646,2493,317,138,99.99868869781494,junior
382,4,1,3,1971,2502,582,129,98.48398566246033,"developers,"
383,4,1,4,2569,2502,453,129,99.11312460899353,including
384,4,1,5,3038,2493,386,129,99.82068538665771,interns.
385,4,1,6,3431,2493,394,129,99.94361996650696,Offered
386,4,1,7,3833,2502,411,137,99.96376037597656,"tutoring,"
387,4,1,8,4260,2502,257,137,99.9904990196228,daily
388,4,1,9,4524,2510,488,129,99.5868444442749,"guidance,"
389,4,1,10,5028,2510,206,104,99.99208450317383,and
390,4,1,11,5242,2510,394,129,99.96305704116821,support
391,4,1,12,5643,2502,163,120,99.99343156814575,for
392,4,1,13,5797,2502,146,120,99.87888932228088,all
393,4,1,1,1168,2655,445,104,59.01044011116028,technical
394,4,1,2,1638,2655,342,104,99.92908239364624,efforts.
395,4,1,3,2014,2664,487,95,99.30592775344849,Increased
396,4,1,4,2517,2664,266,103,97.14405536651611,team
397,4,1,5,2808,2673,573,103,99.95452761650085,"productivity,"
398,4,1,6,3423,2673,590,103,84.26650762557983,streamlining
399,4,1,7,4038,2664,206,112,99.99167919158936,and
400,4,1,8,4251,2664,565,129,99.9679684638977,automating
401,4,1,9,4823,2655,275,130,84.87681150436401,most
402,4,1,10,5105,2664,368,103,96.68094515800476,internal
403,4,1,1,1160,2818,556,129,97.96913266181946,processes.
404,4,1,1,1160,2954,462,129,98.9541232585907,Provided
405,4,1,2,1638,2971,530,104,70.16777992248535,occasional
406,4,1,3,2184,2963,770,120,77.53171920776367,customer/client
407,4,1,4,2961,2971,411,130,99.98619556427002,support.
408,4,1,5,3397,2971,505,104,99.79022741317749,Enhanced
409,4,1,6,3927,2971,197,112,99.99457597732544,and
410,4,1,7,4131,2963,352,129,99.58754181861877,scaled
411,4,1,8,4473,2963,206,138,99.99407529830933,the
412,4,1,9,4670,2980,470,129,72.61676788330078,shopping
413,4,1,10,5156,2980,206,103,99.90115165710449,cart
414,4,1,11,5370,2980,582,129,99.8590886592865,"experience,"
415,4,1,1,1160,3108,530,155,92.16148257255554,increasing
416,4,1,2,1689,3134,257,103,99.93834495544434,user
417,4,1,3,1945,3125,565,104,95.10322213172913,satisfaction
418,4,1,4,2526,3125,206,104,99.99105930328369,and
419,4,1,5,2748,3125,633,129,77.59034633636475,substantially
420,4,1,6,3380,3125,368,129,99.97547268867493,scaling
421,4,1,7,3756,3142,163,121,99.97859597206116,up
422,4,1,8,3909,3125,317,129,99.9854326248169,"sales,"
423,4,1,9,4234,3125,633,129,99.94174242019653,"conversions,"
424,4,1,10,4883,3134,206,103,99.99140501022339,and
425,4,1,11,5105,3134,334,103,98.60754609107971,overall
426,4,1,12,5455,3125,292,138,69.6586549282074,"profit,"
427,4,1,1,1151,3262,291,129,99.97593760490417,while
428,4,1,2,1441,3279,437,129,99.80742931365967,lowering
429,4,1,3,1877,3270,266,129,98.76343011856079,cost.
430,4,1,4,2159,3279,470,129,96.17566466331482,Managed
431,4,1,5,2637,3270,377,129,99.88170862197876,vendor
432,4,1,6,3013,3279,667,129,98.26332926750183,"relationships,"
433,4,1,1,1160,3424,479,129,98.01729321479797,Managed
434,4,1,2,1655,3433,547,129,90.7504141330719,advertising
435,4,1,3,2219,3433,496,129,99.98540878295898,"spending,"
436,4,1,4,2731,3433,565,129,99.79636669158936,automating
437,4,1,5,3303,3433,180,112,99.99959468841553,the
438,4,1,6,3491,3433,556,129,98.26257228851318,experience
439,4,1,7,4055,3433,129,112,99.9990701675415,to
440,4,1,8,4191,3441,343,104,99.5772659778595,deliver
441,4,1,9,4558,3450,540,103,96.34476900100708,predictable
442,4,1,10,5122,3441,198,104,98.79429936408997,and
443,4,1,11,5336,3441,368,104,99.95772242546082,reliable
444,4,1,1,1151,3569,385,129,99.9588668346405,results.
445,4,1,2,1552,3578,505,129,99.95278120040894,Employed
446,4,1,3,2073,3586,360,104,97.76309132575989,current
447,4,1,4,2449,3586,274,104,99.99134540557861,sales
448,4,1,5,2739,3586,454,104,99.7163712978363,channels
449,4,1,6,3201,3578,129,120,99.99980926513672,to
450,4,1,7,3329,3586,453,129,99.90535378456116,integrate
451,4,1,8,3790,3578,146,120,99.55370426177979,all
452,4,1,9,3944,3586,291,104,99.95200634002686,levels
453,4,1,10,4243,3586,137,112,99.99603033065796,of
454,4,1,11,4379,3595,471,103,97.31172919273376,customer
455,4,1,12,4857,3586,847,121,57.74943828582764,communications.
456,4,1,1,758,3817,394,129,99.99563694000244,Global
457,4,1,2,1177,3834,359,103,99.93070363998413,Credit
458,4,1,3,1569,3834,497,103,56.162089109420776,Services
459,4,1,1,4738,3825,308,138,99.85259175300598,2020
460,4,1,2,5045,3860,87,86,89.1477882862091,-
461,4,1,3,5114,3834,291,129,99.99067783355713,2021
462,4,1,1,750,4073,257,138,99.97734427452087,SQL
463,4,1,2,1006,4073,573,155,99.66952800750732,Developer
464,4,1,1,1151,4321,402,129,99.11226034164429,Worked
465,4,1,2,1561,4329,163,121,98.66881966590881,for
466,4,1,3,1706,4321,206,137,99.23041462898254,the
467,4,1,4,1911,4338,223,103,99.9996542930603,B2B
